RxnIndex,RxnID,meanFlux,stdFlux
Rxn194,3SPYRSPh,0.000622165955611026,0.00316500592601898
Rxn201,4ABUTthi,197.022770896391,131.458533753846
Rxn204,4ABUTtmi,211.226462486648,135.029258184382
Rxn209,4MZYMDM,0.32286360662888,5.90113381270301
Rxn230,AABHH,7.90202220692798e-05,0.000599677450712456
Rxn231,AACP1819ZS,0.00829304340943251,0.031285201752184
Rxn232,AACPS1,0.0028624465557825,0.0283251524267709
Rxn233,AACPS3,0.013601010644023,0.0334032667291351
Rxn234,AACPS4,0.0022659497527262,0.0274106041803348
Rxn235,AACPS5,0.00119876549641402,0.021776473221111
Rxn236,AACPS6,0.00395985479072572,0.0324927457856938
Rxn239,AAPT,0.0017389415280705,0.0354469729819719
Rxn273,ABOR,0.000271135816842187,0.00257507676667486
Rxn274,ACACT,0.0514905523425106,0.0723508516134723
Rxn301,ACALD,6.56823394159736,1.5612974717385
Rxn302,ACALDh,0.153871691407074,0.220943241601869
Rxn342,ACDHi,0.0515751864270221,0.112137219015576
Rxn343,ACDHmi,6.06663616104483,1.45364505635765
Rxn356,ACOA100OR,0.00037952284552672,0.0029143549837095
Rxn357,ACOA120OR,0.000379522854131573,0.0029143549836882
Rxn358,ACOA140OR,0.000379522861344501,0.00291435498368604
Rxn359,ACOA160OR,0.000379522863216209,0.00291435498367449
Rxn360,ACOA40OR,1.91187031622575e-05,0.00062425242928065
Rxn361,ACOA60OR,0.000379522832671607,0.00291435498371952
Rxn362,ACOA80OR,0.000379522836645633,0.00291435498370402
Rxn615,ACOAR2m,0.0266215886504116,0.00299498054617088
Rxn616,ACOAR3m,0.0266215886557826,0.00299498054614169
Rxn617,ACOAR4m,0.0266215886570418,0.00299498054613559
Rxn618,ACOAR5m,0.0266215886507698,0.00299498054615659
Rxn619,ACOAR6m,0.0266215886344865,0.00299498054623156
Rxn620,ACOAR7m,0.0266215886336967,0.00299498054617885
Rxn645,ACPCS,0.000154240652441308,0.000844313889469637
Rxn653,ACPT16018111Z,5.54914148907885e-06,1.3520778728919e-13
Rxn654,ACPT1601819Z,0.000517948422628528,2.92256825118629e-12
